PublicID	Analyzable	AccessionNumber	NewlySubmittedSample	Country	Province	Year	Source	Population	Cov5x	Cov10x	Cov25x	Cov50x	Cov100x	CovTotal	LenTotal	Fws	SampleInJointCallVcf	InImputedDeconvolutedVCF	RemovedInDedup	Hap1Ratio	Hap2Ratio
PA0345-CW	True	ERR590515	False	Guinea	Faranah	2011	MalariaGen	WAF	21065040.0	19395545.0	15556064.0	11312608.0	5919291.0	1806736614.0	22693420.0	0.99407605562132	True	True	False	1.0	0.0
PA0346-CW	True	ERR590526	False	Guinea	Faranah	2011	MalariaGen	WAF	21153445.0	19607147.0	15852326.0	11590703.0	6009000.0	1739656101.0	22676872.0	0.994005919318327	True	True	False	1.0	0.0
PA0347-CW	True	ERR590516	False	Guinea	Faranah	2011	MalariaGen	WAF	19892688.0	17566682.0	12660002.0	7694932.0	3484828.0	1423960565.0	22551184.0	0.95111037200735	True	True	False	1.0	0.0
PA0349-C	True	ERR403213	False	Guinea	Faranah	2011	MalariaGen	WAF	21615557.0	20952565.0	19343656.0	17178256.0	13772882.0	3467581892.0	22533254.0	0.993546437130352	True	True	False	1.0	0.0
PA0353-CW	True	ERR590491	False	Guinea	Faranah	2011	MalariaGen	WAF	4704844.0	1973536.0	390593.0	62393.0	9923.0	88564351.0	16414980.0	0.868040360222173	True	True	False	0.71	0.23
PA0356-CW	True	ERR590492	False	Guinea	Faranah	2011	MalariaGen	WAF	9734988.0	5311586.0	1407876.0	364538.0	96566.0	194792804.0	19579544.0	0.964185398812713	True	True	False	1.0	0.0
PA0357-CW	True	ERR590506	False	Guinea	Faranah	2011	MalariaGen	WAF	11865672.0	7170932.0	1952027.0	474386.0	177194.0	293839594.0	20606913.0	0.821683529512731	True	True	False	0.73	0.2
PA0369-CW	True	ERR590534	False	Guinea	Faranah	2011	MalariaGen	WAF	5284962.0	1650056.0	118775.0	13073.0	6018.0	85118649.0	17293423.0	0.951671188211207	True	True	False	0.95	0.05
PA0371-C	True	ERR1106508	False	Gambia	Basse	2014	MalariaGen	WAF	21646173.0	20334525.0	16720710.0	12915382.0	7245631.0	1598357127.0	22725537.0	0.990807639526063	True	True	False	1.0	0.0
PA0374-C	True	ERR1106511	False	Gambia	Basse	2014	MalariaGen	WAF	22096481.0	21326770.0	19059722.0	16027321.0	12151940.0	2712536273.0	22819821.0	0.984146935725743	True	True	False	1.0	0.0
PA0376-C	True	ERR1106513	False	Gambia	Basse	2014	MalariaGen	WAF	22052084.0	21306701.0	19069840.0	15984185.0	11969679.0	2633943451.0	22769800.0	0.992509047029639	True	True	False	1.0	0.0
PA0377-C	True	ERR1106514	False	Gambia	Basse	2014	MalariaGen	WAF	21447316.0	20397831.0	17657950.0	14291094.0	9605980.0	1931524651.0	22617544.0	0.993853333585923	True	True	False	1.0	0.0
PA0379-C	True	ERR1106516	False	Gambia	Basse	2014	MalariaGen	WAF	22056175.0	21280025.0	18931221.0	15728449.0	11569354.0	2464710801.0	22769837.0	0.988574344370405	True	True	False	1.0	0.0
PA0383-C	True	ERR1106518	False	Gambia	Basse	2014	MalariaGen	WAF	14933005.0	12591287.0	7271194.0	914263.0	115181.0	420727646.0	20209306.0	0.989240091068389	True	True	False	1.0	0.0
PA0384-C	True	ERR1106519	False	Gambia	Basse	2014	MalariaGen	WAF	22130048.0	21332716.0	18824999.0	15494779.0	11592545.0	2770946106.0	22816970.0	0.992915650984724	True	True	False	1.0	0.0
PA0387-C	True	ERR1106520	False	Gambia	Basse	2014	MalariaGen	WAF	21963013.0	21261872.0	19289432.0	16478944.0	12433058.0	2703568252.0	22737997.0	0.99334196906978	True	True	False	1.0	0.0
PA0388-C	True	ERR1106521	False	Gambia	Basse	2014	MalariaGen	WAF	21751488.0	21013650.0	19123297.0	16626048.0	12983944.0	2943968699.0	22678596.0	0.984167126291878	True	True	False	1.0	0.0
PA0391-C	True	ERR1106523	False	Gambia	Basse	2014	MalariaGen	WAF	21594208.0	20695663.0	18429047.0	15621145.0	12142431.0	2790487061.0	22661249.0	0.992774333701511	True	True	False	1.0	0.0
PA0392-C	True	ERR1106524	False	Gambia	Basse	2014	MalariaGen	WAF	21950718.0	21205625.0	19304546.0	16795274.0	13298126.0	3207230577.0	22790048.0	0.975541963458043	True	True	False	1.0	0.0
PA0393-C	True	ERR1106525	False	Gambia	Basse	2014	MalariaGen	WAF	20132318.0	18742138.0	15992976.0	13451080.0	10229306.0	2222316984.0	22256783.0	0.974358148456197	True	True	False	1.0	0.0
PA0395-C	True	ERR1106527	False	Gambia	Basse	2014	MalariaGen	WAF	22149917.0	21533960.0	19713322.0	16982297.0	13057664.0	2966854914.0	22818562.0	0.979760237831432	True	True	False	1.0	0.0
PA0396-C	True	ERR1106528	False	Gambia	Basse	2014	MalariaGen	WAF	21905339.0	21019552.0	18319172.0	14601934.0	9094730.0	1837984874.0	22749397.0	0.990665192767809	True	True	False	1.0	0.0
PA0398-C	True	ERR1106530	False	Gambia	Basse	2014	MalariaGen	WAF	21244160.0	20427207.0	18549491.0	16287716.0	13225234.0	3355611984.0	22441843.0	0.993613326632126	True	True	False	1.0	0.0
PA0400-C	True	ERR1106506	False	Gambia	Basse	2014	MalariaGen	WAF	20855660.0	19255422.0	15443523.0	11411603.0	3117743.0	1256913978.0	22573810.0	0.980195068348261	True	True	False	1.0	0.0
PA0401-C	True	ERR1106507	False	Gambia	Basse	2014	MalariaGen	WAF	19732560.0	18050088.0	14776084.0	11582511.0	5357336.0	1336358427.0	22111352.0	0.980564035262495	True	True	False	1.0	0.0
PA0402-C	True	ERR1106532	False	Gambia	Basse	2014	MalariaGen	WAF	22403933.0	21888240.0	20033569.0	16924701.0	12459980.0	2674098473.0	22848648.0	0.990456587690356	True	True	False	1.0	0.0
PA0403-C	True	ERR1106533	False	Gambia	Basse	2014	MalariaGen	WAF	18680064.0	16085786.0	10852723.0	1919819.0	75751.0	578393905.0	22048361.0	0.987742718658523	True	True	False	1.0	0.0
PA0405-C	True	ERR1106535	False	Gambia	Basse	2014	MalariaGen	WAF	21888489.0	21065734.0	18726432.0	15492415.0	10957332.0	2228008963.0	22783641.0	0.958783774113488	True	True	False	1.0	0.0
PA0406-C	True	ERR1106536	False	Gambia	Basse	2014	MalariaGen	WAF	21265285.0	20106724.0	17228962.0	13896727.0	9069115.0	1832108147.0	22658387.0	0.955673312695548	True	True	False	1.0	0.0
PA0407-C	True	ERR1106537	False	Gambia	Basse	2014	MalariaGen	WAF	21790896.0	20959297.0	18723073.0	15797328.0	12120124.0	2798078980.0	22699812.0	0.989178465520882	True	True	False	1.0	0.0
PA0409-C	True	ERR1106538	False	Gambia	Basse	2014	MalariaGen	WAF	21735443.0	20900474.0	18780949.0	16069963.0	12486759.0	2878703257.0	22700200.0	0.984844854563836	True	True	False	1.0	0.0
PA0410-C	True	ERR1106539	False	Gambia	Basse	2014	MalariaGen	WAF	9331032.0	4643691.0	237681.0	46924.0	4343.0	130909463.0	17033611.0	0.996075233255943	True	True	False	1.0	0.0
PA0411-C	True	ERR1106540	False	Gambia	Basse	2014	MalariaGen	WAF	21108393.0	19738196.0	16255300.0	12361371.0	4949282.0	1390364496.0	22568698.0	0.98425722871914	True	True	False	1.0	0.0
PA0413-C	True	ERR1106541	False	Gambia	Basse	2014	MalariaGen	WAF	21160485.0	20084816.0	17584769.0	14763067.0	11226884.0	2458667278.0	22532258.0	0.991025390211029	True	True	False	1.0	0.0
PA0414-C	True	ERR1106542	False	Gambia	Basse	2014	MalariaGen	WAF	21643678.0	20803330.0	18722629.0	16054505.0	12480428.0	2870903446.0	22689786.0	0.95525122751653	True	True	False	1.0	0.0
PA0417-C	True	ERR1106543	False	Gambia	Basse	2014	MalariaGen	WAF	21915937.0	21253090.0	19423997.0	16792724.0	12948039.0	2942552053.0	22696052.0	0.99192915296233	True	True	False	1.0	0.0
PA0419-C	True	ERR1106544	False	Gambia	Basse	2014	MalariaGen	WAF	22081481.0	21616979.0	20519889.0	19095215.0	16929527.0	8815526598.0	22735566.0	0.985754305499941	True	True	False	0.73	0.27
PA0423-C	True	ERR1106545	False	Gambia	Basse	2014	MalariaGen	WAF	22625559.0	22383838.0	21694090.0	20650042.0	18793881.0	10545723814.0	22932251.0	0.989679444593189	True	True	False	1.0	0.0
PA0424-C	True	ERR1106546	False	Gambia	Basse	2014	MalariaGen	WAF	22601048.0	22357079.0	21631852.0	20462587.0	18331041.0	8541532583.0	22909440.0	0.993547023325278	True	True	False	1.0	0.0
PA0431-C	True	ERR1106548	False	Gambia	Basse	2014	MalariaGen	WAF	16851365.0	13676169.0	6971152.0	814810.0	248165.0	452541975.0	21744732.0	0.990658832391096	True	True	False	1.0	0.0
PA0439-C	True	ERR1099197	False	Gambia	Brikama	2014	MalariaGen	WAF	22354991.0	21687278.0	19393548.0	15239158.0	5785953.0	1625246025.0	22989101.0	0.86062039297306	True	True	False	0.83	0.11
PA0440-C	True	ERR1099198	False	Gambia	Brikama	2014	MalariaGen	WAF	22626052.0	22361969.0	21499925.0	19826762.0	15881499.0	3151759736.0	22916626.0	0.984430332519552	True	True	False	1.0	0.0
PA0441-C	True	ERR1099199	False	Gambia	Brikama	2014	MalariaGen	WAF	22713048.0	22526319.0	21893934.0	20638382.0	17561558.0	4036961893.0	22964903.0	0.981357117246647	True	True	False	1.0	0.0
PA0444-C	True	ERR1099201	False	Gambia	Brikama	2014	MalariaGen	WAF	22685590.0	22500034.0	21894997.0	20687279.0	17775343.0	4129541875.0	22974967.0	0.973260669884297	True	True	False	1.0	0.0
PA0449-C	True	ERR1099204	False	Gambia	Brikama	2014	MalariaGen	WAF	22534373.0	22247324.0	21227241.0	19085577.0	13772879.0	2491318923.0	22856357.0	0.981877790932039	True	True	False	1.0	0.0
PA0450-C	True	ERR1099205	False	Gambia	Brikama	2014	MalariaGen	WAF	22265402.0	21708935.0	19571809.0	15027398.0	1334595.0	1433656204.0	22797727.0	0.983322732050993	True	True	False	1.0	0.0
PA0454-C	True	ERR1099207	False	Gambia	Brikama	2014	MalariaGen	WAF	22766241.0	22537917.0	21849783.0	20590838.0	17700742.0	4345606302.0	23042433.0	0.933452298061554	True	True	False	0.95	0.05
PA0456-C	True	ERR1081194	False	Gambia	Brikama	2014	MalariaGen	WAF	22511998.0	22201198.0	21198318.0	19322095.0	15201855.0	3159190667.0	22882200.0	0.985776704304762	True	True	False	1.0	0.0
PA0457-C	True	ERR1081195	False	Gambia	Brikama	2014	MalariaGen	WAF	22705622.0	22529874.0	21961654.0	20767845.0	17737588.0	4085915264.0	22985400.0	0.975483483895787	True	True	False	1.0	0.0
PA0459-C	True	ERR1081197	False	Gambia	Brikama	2014	MalariaGen	WAF	22640230.0	22434349.0	21715391.0	20165596.0	16505240.0	3733429204.0	22883370.0	0.986166062495572	True	True	False	0.78	0.22
PA0460-C	True	ERR1081198	False	Gambia	Brikama	2014	MalariaGen	WAF	22811716.0	22624622.0	21979579.0	20704858.0	17670406.0	4047612059.0	23015277.0	0.761768324228401	True	True	False	0.82	0.18
PA0461-C	True	ERR1081199	False	Gambia	Brikama	2014	MalariaGen	WAF	22763571.0	22487296.0	21636848.0	20206583.0	17220959.0	4027954421.0	23082119.0	0.762037476510297	True	True	False	0.73	0.15
PA0464-C	True	ERR1081201	False	Gambia	Brikama	2014	MalariaGen	WAF	22568907.0	22122911.0	20553791.0	17437800.0	10588497.0	2030979909.0	23030702.0	0.803203035983865	True	True	False	0.86	0.13
PA0470-C	True	ERR1081205	False	Gambia	Brikama	2014	MalariaGen	WAF	22548521.0	22263913.0	21385380.0	19785135.0	16347578.0	3821738591.0	22895001.0	0.982242720753237	True	True	False	1.0	0.0
PA0471-C	True	ERR1081206	False	Gambia	Brikama	2014	MalariaGen	WAF	22601560.0	22382463.0	21715381.0	20509271.0	17872968.0	4537966016.0	22893299.0	0.991093320338734	True	True	False	1.0	0.0
PA0472-C	True	ERR1081207	False	Gambia	Brikama	2014	MalariaGen	WAF	22465890.0	22152843.0	21258810.0	19831884.0	17022454.0	4219699364.0	22854817.0	0.989831206850741	True	True	False	1.0	0.0
PA0477-C	True	ERR1081210	False	Gambia	Brikama	2014	MalariaGen	WAF	928074.0	22303.0	64.0	0.0	0.0	42146630.0	16537928.0	0.9109917440097	True	True	False	0.82	0.18
PA0478-C	True	ERR1081211	False	Gambia	Brikama	2014	MalariaGen	WAF	22631640.0	22347213.0	21535249.0	20067667.0	16885052.0	4023213946.0	23007314.0	0.949654149862116	True	True	False	1.0	0.0
PA0479-C	True	ERR1081212	False	Gambia	Brikama	2014	MalariaGen	WAF	22652332.0	22410194.0	21646803.0	20163199.0	16740966.0	3916861313.0	22971486.0	0.976654628560296	True	True	False	1.0	0.0
PA0480-C	True	ERR1081213	False	Gambia	Brikama	2014	MalariaGen	WAF	22622092.0	22352167.0	21553096.0	20067334.0	16740410.0	3893051125.0	23001354.0	0.956206576230631	True	True	False	1.0	0.0
PA0482-C	True	ERR1081214	False	Gambia	Brikama	2014	MalariaGen	WAF	22824770.0	22612878.0	21943138.0	20638214.0	17708690.0	4154175531.0	23093720.0	0.71552177529821	True	True	False	0.81	0.18
PA0488-C	True	ERR1081217	False	Gambia	Brikama	2014	MalariaGen	WAF	22788682.0	22560317.0	21795758.0	20334158.0	17101730.0	4078826574.0	23070293.0	0.788556659504129	True	True	False	0.87	0.13
PA0496-C	True	ERR1081221	False	Gambia	Brikama	2014	MalariaGen	WAF	22623173.0	22173861.0	20633175.0	17692054.0	11476716.0	2149386878.0	23070633.0	0.67109468919252	True	True	False	0.73	0.19
PA0500-C	True	ERR1081223	False	Gambia	Brikama	2014	MalariaGen	WAF	22845408.0	22606077.0	21847743.0	20535895.0	17803565.0	4478492656.0	23128391.0	0.736470163486076	True	True	False	1.0	0.0
PA0502-C	True	ERR1081224	False	Gambia	Brikama	2014	MalariaGen	WAF	22606025.0	22297213.0	21452345.0	20064562.0	17152976.0	4330289777.0	22997355.0	0.948313306861089	True	True	False	0.77	0.22
PA0507-C	True	ERR1081228	False	Gambia	Basse	2014	MalariaGen	WAF	22539300.0	22100486.0	20836030.0	18838663.0	15112499.0	3531657681.0	23058015.0	0.838629154180243	True	True	False	0.85	0.13
PA0512-C	True	ERR1081229	False	Gambia	Basse	2014	MalariaGen	WAF	8273175.0	3014059.0	95953.0	7285.0	308.0	107958507.0	16567558.0	0.79731508265943	True	True	False	0.77	0.21
PA0516-C	True	ERR1081231	False	Gambia	Basse	2014	MalariaGen	WAF	22768618.0	22541671.0	21897879.0	20896722.0	19022418.0	8650281312.0	23037900.0	0.956894037057489	True	True	False	1.0	0.0
PA0520-C	True	ERR1081233	False	Gambia	Basse	2014	MalariaGen	WAF	22605796.0	22366910.0	21652722.0	20456107.0	18202275.0	7134296589.0	22947001.0	0.981491795684916	True	True	False	1.0	0.0
PA0521-C	True	ERR1081234	False	Gambia	Basse	2014	MalariaGen	WAF	21650168.0	20426219.0	17227024.0	13216314.0	4840854.0	1436481804.0	22895996.0	0.49914781418442	True	True	False	1.0	0.0
PA0522-C	True	ERR1081235	False	Gambia	Basse	2014	MalariaGen	WAF	22605322.0	22353938.0	21583307.0	20243940.0	17728704.0	5778639847.0	22956825.0	0.982963495474779	True	True	False	1.0	0.0
PA0532-C	True	ERR1099196	False	Gambia	Basse	2014	MalariaGen	WAF	22141074.0	21384034.0	18553550.0	13199604.0	643719.0	1274398351.0	22822960.0	0.987093198922777	True	True	False	1.0	0.0
PA0534-C	True	ERR1138758	False	Gambia	Basse	2013	MalariaGen	WAF	21552693.0	20256741.0	17190996.0	13882779.0	9150617.0	1856651976.0	22872451.0	0.5094317302699	True	True	False	1.0	0.0
PA0537-C	True	ERR1138759	False	Gambia	Basse	2013	MalariaGen	WAF	22111699.0	21209522.0	18480839.0	14916711.0	9900212.0	1984238707.0	22805549.0	0.985866697305737	True	True	False	1.0	0.0
PA0540-C	True	ERR1138760	False	Gambia	Basse	2013	MalariaGen	WAF	21870510.0	20988052.0	18678323.0	15797369.0	12141920.0	2799968861.0	22745674.0	0.989024243009785	True	True	False	1.0	0.0
PA0544-C	True	ERR1138763	False	Gambia	Basse	2013	MalariaGen	WAF	22387205.0	21803720.0	19997324.0	17302361.0	13233054.0	2940102458.0	22916070.0	0.857761657107239	True	True	False	1.0	0.0
PA0550-C	True	ERR1138764	False	Gambia	Basse	2013	MalariaGen	WAF	22023314.0	21232270.0	19062033.0	16231580.0	12516041.0	2897781070.0	22777843.0	0.991164941908928	True	True	False	1.0	0.0
PA0551-C	True	ERR1138765	False	Gambia	Basse	2013	MalariaGen	WAF	22034120.0	21232073.0	19035053.0	16238089.0	12672383.0	3058628424.0	22791847.0	0.989132307652506	True	True	False	1.0	0.0
PA0554-C	True	ERR1138766	False	Gambia	Basse	2013	MalariaGen	WAF	22088051.0	21340642.0	19257871.0	16463991.0	12704395.0	2924987489.0	22790718.0	0.988641377402503	True	True	False	1.0	0.0
PA0558-C	True	ERR1138767	False	Gambia	Basse	2013	MalariaGen	WAF	20595636.0	18802149.0	14693815.0	9988879.0	424951.0	1014135350.0	22530664.0	0.984201897134669	True	True	False	1.0	0.0
PA0561-C	True	ERR1138768	False	Gambia	Basse	2013	MalariaGen	WAF	19261646.0	16957505.0	12453956.0	5957947.0	334060.0	768907107.0	22230873.0	0.990193460102553	True	True	False	1.0	0.0
PA0562-C	True	ERR1138769	False	Gambia	Basse	2013	MalariaGen	WAF	21700811.0	20681461.0	18097959.0	15108104.0	11432974.0	2518591702.0	22755383.0	0.988292026365032	True	True	False	1.0	0.0
PA0563-C	True	ERR1138770	False	Gambia	Basse	2013	MalariaGen	WAF	21974143.0	21171696.0	18942860.0	15996473.0	12073994.0	2631993303.0	22758068.0	0.989565978568531	True	True	False	1.0	0.0
PA0572-C	True	ERR1138772	False	Gambia	Basse	2013	MalariaGen	WAF	20638127.0	18818838.0	14558873.0	9254105.0	549859.0	970779171.0	22521212.0	0.993152196465732	True	True	False	1.0	0.0
PA0575-C	True	ERR1138773	False	Gambia	Basse	2014	MalariaGen	WAF	22296781.0	21754326.0	20092522.0	17642272.0	14012504.0	3627551241.0	22809242.0	0.979781685491757	True	True	False	1.0	0.0
PA0576-C	True	ERR1138774	False	Gambia	Basse	2013	MalariaGen	WAF	22474129.0	21932263.0	20245100.0	17772456.0	14184385.0	3708430384.0	22969990.0	0.897180788020733	True	True	False	0.89	0.11
PA0577-C	True	ERR1138775	False	Gambia	Basse	2013	MalariaGen	WAF	22213524.0	21653377.0	19972556.0	17546102.0	14069089.0	3768072761.0	22754366.0	0.989724837027603	True	True	False	1.0	0.0
PA0585-C	True	ERR1172494	False	Gambia	Basse	2013	MalariaGen	WAF	1065973.0	25345.0	130.0	0.0	0.0	44197227.0	16786976.0	0.927284240186473	True	True	False	0.84	0.06
PA0586-C	True	ERR1138777	False	Gambia	Basse	2014	MalariaGen	WAF	20174151.0	18070493.0	13651329.0	8082043.0	333088.0	883130627.0	22493914.0	0.977302483503411	True	True	False	1.0	0.0
PA0599-C	True	ERR1138781	False	Gambia	Basse	2013	MalariaGen	WAF	20757915.0	19203432.0	15488970.0	11317014.0	2094224.0	1190979541.0	22439875.0	0.991039220438887	True	True	False	1.0	0.0
PA0605-C	True	ERR1138785	False	Gambia	Basse	2013	MalariaGen	WAF	2919820.0	228746.0	1618.0	10.0	0.0	57494252.0	16563010.0	0.89393667396064	True	True	False	0.82	0.18
PA0606-C	True	ERR1172495	False	Gambia	Basse	2013	MalariaGen	WAF	4513758.0	320457.0	4074.0	149.0	0.0	75433047.0	19098832.0	0.970539775453744	True	True	False	0.99	0.01
PA0610-C	True	ERR1138786	False	Gambia	Basse	2013	MalariaGen	WAF	1716406.0	204119.0	23876.0	4120.0	240.0	49644102.0	16786458.0	0.995727769399135	True	True	False	1.0	0.0
PA0611-C	True	ERR1172496	False	Gambia	Basse	2013	MalariaGen	WAF	12182046.0	4903120.0	32654.0	1542.0	71.0	147558634.0	20170283.0	0.976733307002819	True	True	False	1.0	0.0
PA0612-C	True	ERR1172497	False	Gambia	Basse	2013	MalariaGen	WAF	9380591.0	2909029.0	37158.0	2231.0	152.0	115279350.0	18531118.0	0.975698267701775	True	True	False	1.0	0.0
PA0617-C	True	ERR1138789	False	Gambia	Basse	2014	MalariaGen	WAF	16565713.0	13003625.0	3232868.0	103336.0	7317.0	320558957.0	21653255.0	0.983621793968859	True	True	False	1.0	0.0
PA0618-C	True	ERR1138790	False	Gambia	Basse	2014	MalariaGen	WAF	22101368.0	21478763.0	19848085.0	17598256.0	14294090.0	3832344956.0	22776470.0	0.987279475044397	True	True	False	1.0	0.0
PA0621-C	True	ERR1138793	False	Gambia	Basse	2014	MalariaGen	WAF	15796860.0	12635543.0	4161696.0	165748.0	26944.0	330101287.0	20980813.0	0.9783282018646	True	True	False	1.0	0.0
PA0622-C	True	ERR1138794	False	Gambia	Basse	2014	MalariaGen	WAF	21945470.0	21248978.0	19379537.0	16865280.0	13258559.0	3121700882.0	22740353.0	0.973643732035508	True	True	False	1.0	0.0
PA0626-C	True	ERR1138797	False	Gambia	Basse	2014	MalariaGen	WAF	22214995.0	21542424.0	19463462.0	16356766.0	11752383.0	2347577996.0	22865463.0	0.966453754534019	True	True	False	1.0	0.0
PA0628-C	True	ERR1138799	False	Gambia	Basse	2014	MalariaGen	WAF	21919101.0	21032775.0	18809203.0	16026772.0	12382980.0	2798573002.0	22872642.0	0.701899231517736	True	True	False	0.77	0.18
PA0630-C	True	ERR1138801	False	Gambia	Basse	2014	MalariaGen	WAF	21773169.0	20898996.0	18639354.0	15795674.0	12198780.0	2915320744.0	22690095.0	0.990372615854015	True	True	False	1.0	0.0
PA0631-C	True	ERR1138802	False	Gambia	Basse	2014	MalariaGen	WAF	22011362.0	21311496.0	19437999.0	16901389.0	13279344.0	3124478198.0	22804409.0	0.918491757599054	True	True	False	0.91	0.09
PA0633-C	True	ERR1138803	False	Gambia	Basse	2014	MalariaGen	WAF	21343866.0	20242907.0	17677815.0	14873784.0	11381831.0	2533188723.0	22610823.0	0.981039915575768	True	True	False	1.0	0.0
PA0634-C	True	ERR1138804	False	Gambia	Basse	2014	MalariaGen	WAF	13216072.0	7339946.0	210615.0	21053.0	390.0	180272128.0	20599518.0	0.990740579727761	True	True	False	1.0	0.0
PA0639-C	True	ERR1172499	False	Gambia	Basse	2014	MalariaGen	WAF	22650858.0	22497877.0	22056523.0	21309810.0	19829921.0	9641467427.0	22857435.0	0.994490640477444	True	True	False	1.0	0.0
PA0642-C	True	ERR1172488	False	Gambia	Basse	2014	MalariaGen	WAF	22021906.0	21434097.0	19884850.0	17696190.0	14302661.0	3532692344.0	22737782.0	0.988762735426097	True	True	False	1.0	0.0
PA0643-C	True	ERR1172489	False	Gambia	Basse	2014	MalariaGen	WAF	20583172.0	18694931.0	13743973.0	4713453.0	105154.0	746268460.0	22493916.0	0.985594333765096	True	True	False	1.0	0.0
PA0649-C	True	ERR1172491	False	Gambia	Basse	2014	MalariaGen	WAF	22323146.0	21854030.0	20658773.0	18950764.0	16115333.0	4925900286.0	22897240.0	0.95903656605636	True	True	False	1.0	0.0
PA0651-C	True	ERR1172492	False	Gambia	Basse	2014	MalariaGen	WAF	3802167.0	256253.0	3330.0	84.0	0.0	69715166.0	18761834.0	0.98461243027105	True	True	False	1.0	0.0
PA0653-C	True	ERR1172502	False	Gambia	Basse	2014	MalariaGen	WAF	10594046.0	3258964.0	48162.0	2914.0	42.0	128125854.0	19934932.0	0.968420578703629	True	True	False	1.0	0.0
PA0654-C	True	ERR1172493	False	Gambia	Basse	2014	MalariaGen	WAF	11386672.0	3431655.0	62151.0	3121.0	56.0	136179675.0	20679918.0	0.977248027358887	True	True	False	1.0	0.0
PA0655-C	True	ERR1172503	False	Gambia	Basse	2014	MalariaGen	WAF	21970937.0	21165107.0	18897729.0	15716723.0	11118341.0	2243692009.0	22770887.0	0.98577302326252	True	True	False	0.7	0.3
PA0699-CW	True	ERR1373000,ERR1373008	False	Gambia	Njaiyel	2014	MalariaGen	WAF	17510917.0	15010221.0	10814967.0	6481059.0	2277698.0	916861296.0	21496620.0	0.99257091920999	True	True	False	1.0	0.0
PC0001-C	True	ERR012727,ERR012650,ERR012861,ERR012765	False	Kenya	Kilifi	2007	MalariaGen	EAF	17471775.0	15981394.0	13153031.0	9101490.0	2878312.0	1085768383.0	21546866.0	0.834308616464532	True	True	False	0.77	0.23
PC0002-C	True	ERR013199,ERR012808,ERR012825,ERR012645	False	Lab	Lab	-1	MalariaGen	Lab	20234138.0	18305049.0	14750030.0	11478626.0	6068050.0	1694674850.0	22630107.0	0.994273686881389	True	True	False	1.0	0.0
PC0003-01	True	ERR012437,ERR012287	False	Kenya	Kilifi	2007	MalariaGen	EAF	18275812.0	16207515.0	12793576.0	8512344.0	1878717.0	969362023.0	21812767.0	0.995501926875064	True	True	False	1.0	0.0
PC0003-02	True	ERR012359,ERR012498,ERR012257,ERR012334	False	Kenya	Kilifi	2007	MalariaGen	EAF	18887654.0	17075124.0	14048879.0	11350447.0	7178458.0	1817473493.0	21941406.0	0.99523195178529	True	True	False	1.0	0.0
PC0004-01	True	ERR012380,ERR012226,ERR012509	False	Kenya	Kilifi	2007	MalariaGen	EAF	20223602.0	18539429.0	14874378.0	10968405.0	2887757.0	1193138399.0	22411152.0	0.992170618077566	True	True	False	1.0	0.0
PC0004-02	True	ERR012454,ERR012328,ERR012353	False	Kenya	Kilifi	2007	MalariaGen	EAF	19146180.0	17119070.0	13843139.0	10733705.0	5397730.0	1457762544.0	22160658.0	0.99381495400027	True	True	False	1.0	0.0
PC0005-Cx	True	ERR199976	False	Kenya	Kilifi	2007	MalariaGen	EAF	17682425.0	15216778.0	10261660.0	1997322.0	105527.0	554577040.0	21425133.0	0.993252684095747	True	True	False	1.0	0.0
PC0007-C	True	ERR012277,ERR012237,ERR012228	False	Kenya	Kilifi	2007	MalariaGen	EAF	20581641.0	19074106.0	15860599.0	11967619.0	3970341.0	1334324462.0	22569714.0	0.993324457236903	True	True	False	1.0	0.0
PC0009-C	True	ERR012409	False	Kenya	Kilifi	2007	MalariaGen	EAF	17808847.0	15304614.0	11070204.0	6442975.0	2312904.0	1150292504.0	22002905.0	0.99379719580453	True	True	False	1.0	0.0
PC0011-C	True	ERR012475,ERR012330,ERR012446	False	Kenya	Kilifi	2007	MalariaGen	EAF	20422412.0	18485958.0	13575542.0	6337382.0	332866.0	819497099.0	22464089.0	0.991359046687682	True	True	False	1.0	0.0
PC0012-01	True	ERR012269	False	Kenya	Kilifi	2007	MalariaGen	EAF	13941866.0	11345360.0	6586160.0	3009002.0	1101534.0	595787126.0	19548539.0	0.805828324156038	True	True	False	1.0	0.0
PC0012-C	True	ERR012368,ERR012311,ERR012260	False	Kenya	Kilifi	2007	MalariaGen	EAF	18817613.0	16869947.0	13697659.0	10251887.0	4140419.0	1248228704.0	22169183.0	0.83917781380992	True	True	False	0.83	0.17
PC0016-C	True	ERR018939	False	Kenya	Kilifi	2007	MalariaGen	EAF	22686280.0	22609661.0	22417120.0	22054640.0	20685467.0	3488684403.0	22830436.0	0.992616604607244	True	True	False	1.0	0.0
PC0019-C	True	ERR012227	False	Kenya	Kilifi	2007	MalariaGen	EAF	19092884.0	16465814.0	12589265.0	8806149.0	4031959.0	1562484965.0	22547137.0	0.989762663862511	True	True	False	1.0	0.0
PC0020-C	True	ERR012462	False	Kenya	Kilifi	2007	MalariaGen	EAF	12151494.0	9867958.0	6006729.0	3406843.0	1729669.0	760247242.0	17961333.0	0.988030869884331	True	True	False	1.0	0.0
PC0021-C	True	ERR012856	False	Kenya	Kilifi	2007	MalariaGen	EAF	13593645.0	11443779.0	7982129.0	5091155.0	2604900.0	1060097549.0	18989299.0	0.994345128210268	True	True	False	1.0	0.0
